,x,y,name,area,url,title,abstract,index
308,0.1502,-0.1599,SNOWMASS21-CF2_CF0-IF1_IF0_Sushkov-100,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF2_CF0-IF1_IF0_Sushkov-100.pdf,Snowmass2021 - Letter of Interest Cosmic Axion Spin Precession Experiment (CASPEr-e),": The nature of dark matter is one of the most important open problems in modern physics. Axions, originally introduced to resolve the strong CP problem in quantum chromodynamics (QCD), and axion-like particles (ALPs) are strongly motivated dark matter candidates. The CASPEr-e experiment searches for the EDM interaction gd and the gradient interaction gaN N of axion-like dark matter with nuclear spins in the mass range from 10−12 eV to 10−6 eV. These interactions give rise to spin torque that oscillates at the axion-like dark matter Compton frequency. CASPEr-e uses precision magnetic resonance sensing to detect this torque, using a",308
309,0.1766,-0.2207,SNOWMASS21-CF2_CF0-IF1_IF0_Young_Jin_Kim-006,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF2_CF0-IF1_IF0_Young_Jin_Kim-006.pdf,Snowmass2021 - Letter of Interest Exploring Axion Dark Matter with,": We aim to construct the most sensitive high-frequency optical quantum sensor (OQS) with sensitivity meeting the fundamental quantum limit on the order of 10 attoTesla, surpassing the sensitivity of superconducting quantum interference device (SQUID) as the leading magnetic- field sensor over the past decades. This work is based on unique Los Alamos National Laboratory (LANL) capability in the development and analysis of OQSs and existing LANL resources. We anticipate that achieving this unprecedented sensor sensitivity could significantly improve existing wavelike dark matter searches, targeting extremely small magnetic signals induced by dark matter particles. Furthermore, it could lead to diverse",309
310,0.0939,-0.2149,SNOWMASS21-CF2_CF0-IF1_IF2_ORGAN-095,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF2_CF0-IF1_IF2_ORGAN-095.pdf,Snowmass2021 - Letter of Interest The Oscillating Resonant Group AxioN (ORGAN),": The ORGAN Experiment is a high mass, (Sikivie-style) axion haloscope hosted at the University of Western Australia nodes of the ARC Centre of Excellence for Engineered Quantum Systems (EQUS), and the ARC Centre of Excellence for Dark Matter Particle Physics. The experiment will run for 7 years, from 2020 - 2026, as funded by the ARC, continuing the work which has already been done with the ORGAN pathfinding project. The ORGAN axion mass range of interest is ∼60-200 µeV, corresponding to roughly 15-50 GHz in photon frequency. To overcome the significant technical challenges associated with operating a traditional resonant",310
311,0.0632,-0.238,SNOWMASS21-CF2_CF0-IF1_IF9_Gianpaolo_Carosi-252,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF2_CF0-IF1_IF9_Gianpaolo_Carosi-252.pdf,Snowmass2021 - Letter of Interest Frequency Multiplexed Dark Matter Axion Searches,": (maximum 200 words) One of the most sensitive techniques to search for dark matter axions is the microwave cavity halo- scope in which a resonant cavity immersed in a strong magnetic field boosts the axion-to-photon coupling to detectable levels. Experimental efforts, such as ADMX, are exploring using multiple, frequency matched cavities to maximize the scan rate by taking advantage of the phase coherence of the axion signal. Nev- ertheless, there are practical limitations to this scan strategy as one scales to 10s or 100s of cavities. Here we would like to explore an alternative scheme in which multiple superconducting",311
312,0.2694,-0.253,SNOWMASS21-CF2_CF0-IF7_IF0-134,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF2_CF0-IF7_IF0-134.pdf,Snowmass2021 - Letter of Interest Dark photon detection with Rydberg atom single photon,": The dark photon was proposed as an additional U(1) symmetry in the Standard Model in 1986, and since then has been a rising candidate for dark matter. Recently, many haloscope and haloscope-like experiments have dabbled in searching for dark photons en route to an axion result. In contrast, the more traditional light-shining-through-wall (LSW) method uses two microwave cavities and requires the ability to send photons into one cavity and detect photons in the other cavity. The versatile experiment described in this letter is able to do all three: search for dark photons as a field-free haloscope, measure converted dark",312
313,0.1261,-0.1039,SNOWMASS21-CF2_CF0-RF3_RF0-IF1_IF0_Derek_F_Jackson_Kimball-103,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF2_CF0-RF3_RF0-IF1_IF0_Derek_F_Jackson_Kimball-103.pdf,Snowmass2021 - Letter of Interest Global Network of Optical Magnetometers to search for,": A host of astrophysical and cosmological measurements have established that the majority of matter in the Universe is dark matter; understanding its nature is of paramount importance to astrophysics, cosmology, and particle physics. A well-motivated possibility is that the dark matter consists of ultralight bosons such as axions or axion-like particles (ALPs) with very low mass ( 1 eV), in which case their phenomenol- ogy is well-described by a classical field. Due to topology or self-interactions, ultralight bosonic fields can form stable, macroscopic field configurations in the form of boson stars or topological defects (e.g., domain walls). Even in",313
314,0.082,-0.1633,SNOWMASS21-CF2_CF0-RF3_RF0-IF1_IF0_Woollett-220,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF2_CF0-RF3_RF0-IF1_IF0_Woollett-220.pdf,1 Snowmass2021 - Letter of Interest 2 Augmenting Axion Haloscopes With,": Significant effort has been put into developing haloscope-style detectors for the QCD axion, en- 5 abling unprecedented sensitivities. We propose feasible light-shining-through-walls (LSW) experiments that 6 can operate in tandem with these existing haloscope experiments and be integrated into future development 7 plans. 8 1 1 This document was prepared as an account of work sponsored by an agency of the United States government. Neither the United States government nor Lawrence Livermore National Security, LLC, nor any of their employees makes any warranty, expressed or implied, or assumes any legal liability or responsibility for the accuracy, completeness, or usefulness",314
315,0.1038,-0.1361,SNOWMASS21-CF2_CF0-RF3_RF0_Andrew_Geraci-130,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF2_CF0-RF3_RF0_Andrew_Geraci-130.pdf,ARIADNE (Axion Resonant InterAction Detection Experiment),"scopic object with 1022 ∼ 1023 components would produce a coherent field which can be detectable with a sensitive laboratory experiment[6]. Many of the experimental tests of this interaction have been done with polarized gases[7]. Torsion balance experiments also have recently set new limit on both monopole-dipole interactions and dipole-dipole interactions. But laboratory constraints on possible new interactions in the “meso-scopic” range have not yet been well developed [8]. In many cases, combined laboratory measurements taken in parallel with astrophysical data have produced the most stringent constraints on the products of the coupling constants gs and gp [9]. ARIADNE aims",315
316,0.0591,-0.1518,SNOWMASS21-CF2_CF0-TF10_TF0-IF1_IF0_Balatsky-170,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF2_CF0-TF10_TF0-IF1_IF0_Balatsky-170.pdf,Snowmass 20201 Letter of Intent: Hidden Orders in Quantum Matter and Dark Matter Detection,". The nature of DM is one of the most pressing questions in contemporary fundamental physics. Contemporaneously, the rise of quantum materials reveals the gap in our understanding of HO. We propose an intertwined research forum connecting the search for answers to DM challenge and the discussion on the nature of quantum HOs. State-of-the-art DM particle detectors use nuclear and electron recoil/excitation as their detection principle with sensitivity down to GeV masses. Next-generation detectors extend the sensitivity to sub- GeV masses by exploring the interaction with phonons, Dirac electrons and magnons in crystals. Here we discuss a new, unexplored route",316
317,0.2002,-0.1708,SNOWMASS21-CF2_CF0-TF9_TF0_Yonatan_Kahn-162,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF2_CF0-TF9_TF0_Yonatan_Kahn-162.pdf,Snowmass2021 - Letter of Interest Dark Matter Interferometry with Multiple,": The next generation of wavelike dark matter direct detection experiments will feature multiple detectors operating at various terrestrial locations performing searches of complementary or competitive sensitivity. When experiments are separated at a distance comparable to the dark matter de Broglie wave- length, phase-sensitive data combined at the time-series level will not simply add coherently, but will exhibit interference patterns due to the spatial variation of the dark matter phase. This “dark matter interferometry” allows access to directional information about the dark matter phase space distribution that is completely invisible to a single detector. For example, two detectors are able",317
318,0.225,-0.2661,SNOWMASS21-CF2_CF0_Andrew_Sonnenschein-093,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF2_CF0_Andrew_Sonnenschein-093.pdf,Snowmass2021 - Letter of Interest Axion Dark Matter eXperiment (ADMX) 2-4 GHz,": The Axion Dark Matter eXperiment (ADMX) collaboration is currently operating a search for axion dark matter at the University of Washington. In 2018-2019, ADMX was able to exclude axions with standard halo density and DFSZ-strength couplings to the electromagnetic field over the frequency range 648-802 MHz, corresponding to the mass range 2.7-3.3 µeV. We expect to probe frequencies up to 2 GHz by the end of 2023. We are designing a next-stage experiment to cover the range from 2-4 GHz in the period 2024-2027. This requires a combination of higher magnetic field, a larger number of resonator cells, reduced",318
319,0.1607,-0.2239,SNOWMASS21-CF2_CF0_David_Tanner-205,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF2_CF0_David_Tanner-205.pdf,Snowmass2021 - Letter of Interest ADMX-SLIC search for low-mass axions and axion-like,": We propose to search for axion dark matter in the frequency range 10–200 MHz (0.04 < ma < 0.8 μeV) using a reentrant resonator haloscope. We call this haloscope ADMX-SLIC (Superconducting Lc-circuit Investigating Cold axions). First, a small prototype will be built and tested in data-taking mode inside the 8 T magnet of the 1980’s University of Florida Axion pilot experiment. Based on this experience, a larger reentrant resonator haloscope will be built for the ADMX site at the University of Washington and operated there. The ADMX magnet has a dilution refrigerator and a zero-field region, allowing operation of",319
320,0.1134,-0.2522,SNOWMASS21-CF2_CF0_David_Tanner-206,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF2_CF0_David_Tanner-206.pdf,Snowmass2021 - Letter of Interest High-field magnets for next generation axion haloscopes,": This LOI describes our vision of a path forward for the next generation of axion haloscopes: the use of a strong magnet to extend the sensitivity to QCD axions up to axion masses of 50 μeV. The QCD axion affects two important issues in particle physics and astrophysics: the origin of CP symmetry in the strong interactions and the composition of the dark matter of the universe. Current laboratory, astrophysical, and cosmological observations place the mass ma of the axion in the 1 μeV–10 meV range. Axions are especially significant as dark matter if their mass is of order",320
321,0.118,-0.1851,SNOWMASS21-CF2_CF0_Gray_Rybka-160,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF2_CF0_Gray_Rybka-160.pdf,Snowmass2021 - Letter of Interest US Participation in MADMAX,": The QCD axion is an excellent light dark matter candidate, while also naturally explaining CP- conservation in strong interactions. Axions generated after inflation are expected to have masses in the range ∼ 10 − 100 µeV. The lower part of this range will be explored in future resonant cavity experiments such as ADMX, which aims to ultimately reach 40 µeV. Discovery of the axion in the higher part of the range will require different techniques. The MADMAX collaboration is pursuing an approach based on axion-photon conversion at the boundary of dielectric surfaces. Galactic axions can be converted to electromagnetic",321
322,0.192,-0.2427,SNOWMASS21-CF2_CF0_Gray_Rybka-199,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF2_CF0_Gray_Rybka-199.pdf,Snowmass2021 - Letter of Interest [Coordination between Axion Haloscope Experiments,": Several ways that Axion Haloscopes can coordinate their efforts are suggested. 1 The case for the QCD axion as dark matter is as compelling as ever. While recent Axion Haloscope experiments have shown that even the DFSZ model of axions can be explored over select frequencies, the theoretical range of plausible frequencies to search is broad. It is likely that the range of frequencies will be explored by multiple instruments, possibly operated remotely, and possibly operated by multiple collaborations. It is in the community’s best interest to coordinate this search efficiently. I submit several techniques for the community to",322
323,0.1105,-0.1751,SNOWMASS21-CF2_CF0_Guido_Mueller-204,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF2_CF0_Guido_Mueller-204.pdf,Snowmass2021 - Letter of Interest Shining light through the wall with ALPS II,": The Any Light Particle Search II (ALPS II) is an experiment currently being built at DESY in Hamburg, Germany, that will use a light-shining-through-a-wall (LSW) approach to search for axion-like particles. ALPS II represents a significant step forward for these types of experiments as it will use 24 superconducting dipole magnets, along with dual high-finesse, 122 m long optical cavities. The experiment will be the first implementation recipe of the idea, proposed over 30 years ago, to use optical cavities before and after the wall to increase the power of the regenerated photon signal. This concept will allow the",323
324,0.1814,-0.1708,SNOWMASS21-CF2_CF0_Hendrik_Bekker-269,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF2_CF0_Hendrik_Bekker-269.pdf,Snowmass2021 - Letter of Interest Cosmic Axion Spin Precession Experiment,": The elusiveness of dark matter is a major sign that our understanding of Nature is incomplete. This significant problem is strongly suspected to be solvable by introducing new fundamental particles [1, 2]. One such class of particles, axions and axion-like particles (ALPs), were already hypothesized to solve another issue specific to the Standard Model of particle physics, namely the observational absence of pre- dicted violation of charge conjugation and parity symmetry (CP-symmetry) by the strong force [3, 4]. The CASPEr-wind experiment searches for a coupling between the relative momentum of the local ALP field and nuclear spins by employing",324
325,0.2421,-0.2229,SNOWMASS21-CF2_CF0_Leanne_Duffy-146,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF2_CF0_Leanne_Duffy-146.pdf,LA-UR-20-26592,": The Axion Dark Matter eXperiment (ADMX) records high resolution time series data in tandem with the power spectra used in the main analysis. Searches conducted with the high resolution data provide ADMX with an additional, more sensitive, discovery channel for axions in dark matter flows that possess a small velocity dispersion. We discuss the details of the high resolution search. Prospects for future innovation include implementing near real-time triggers for the high resolution search, and the potential for cross-correlation analysis with the 2-4 GHz multi-cavity ADMX. 1 LA-UR-20-26592 The high resolution search conducted by the Axion Dark Matter eXperiment",325
326,0.1295,-0.0546,SNOWMASS21-CF2_CF0_Matthew_Szydagis-200,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF2_CF0_Matthew_Szydagis-200.pdf,Snowmass2021 - Letter of Interest Wave-like searches with a G3 liquid xenon detector,": The axion is the pseudo-Nambu–Goldstone boson that arises from the Peccei–Quinn solution to the strong CP problem and, at the O µeV scale, is well established as an excellent dark matter candidate. Ongoing production of axions may be expected in stellar environments including our Sun. Liquid xenon TPCs at G3 scale are both sufficiently radio-quiet and feature low enough energy thresholds to provide excellent sensitivity to solar axions. 2 QCD AXIONS An enduring mystery of Nature is the absence of charge-parity violation in strong interactions. A widely accepted solution, introduced by Peccei and Quinn [1], postulates an additional global",326
327,0.2357,-0.2569,SNOWMASS21-CF2_CF0_Wilson-244,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF2_CF0_Wilson-244.pdf,Snowmass2021 - Letter of Interest Searching for Dark Photons with an,": “Dark photon” dark matter might produce a mechanical signal by accelerating atoms in proportion to their baryon (B) or baryon minus lepton (B − L) number. We propose to search for this signal using a high-Q mechanical resonator coupled to an optical cavity, harnessing tech- niques that have enabled such “cavity optomechanical systems” to operate at the quantum limit in recent years. Specifically, we envision an optomechanical accelerometer based on a silicon nitride membrane fixed to a beryllium mirror, forming a Fabry-Pérot cavity. The use of different materials gives access to forces proportional to B or B − L",327
328,0.0652,-0.1955,SNOWMASS21-CF2_CF1-051,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF2_CF1-051.pdf,Snowmass2021 - Letter of Interest Haloscopes for axion dark matter detection in the 30,": (maximum 200 words) The RADES project is developing axion dark matter detectors above the 30µeV scale employing custom- made microwave filters in magnetic dipole fields. At the present day, RADES is taking data in the CAST LHC dipole with a 1-m long rectangular filter. In a future, RADES is planning the use of the BabyIAXO magnet to take data using custom designs with QCD benchmark sensitivity. In this Letter of Interest we describe what we did so far (research and development, measurements and publications) and what our research lines are for the future. We place special emphasis on describing",328
329,0.2976,-0.2612,SNOWMASS21-CF2_CF1-TF10_TF9-IF1_IF2_Lampost_Collaboration-131,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF2_CF1-TF10_TF9-IF1_IF2_Lampost_Collaboration-131.pdf,Snowmass2021 - Letter of Interest Dark matter detection using layered materials and,": We describe an ongoing project to design and build detectors for light bosonic dark matter in the ∼ 0.01 eV to ∼ 10 eV mass range. By utilising materials whose optical properties vary on the scale of the dark matter Compton wavelength, dark matter particles such as dark photons and axions convert coherently to photons, which can be be detected using superconducting nanowire single photon detectors (SNSPDs). Coherent conversion allows the signal photons to be focussed onto a small detector, reducing backgrounds and enhancing sensitivity. Existing prototypes have demonstrated very low dark count rates (. 10−5 Hz), and should",329
330,0.2532,-0.1848,SNOWMASS21-CF2_CF3-TF9_TF0-165,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF2_CF3-TF9_TF0-165.pdf,Snowmass2021 - Letter of Interest Astrophysical signatures of the QCD axion and,: We describe a program making use of astrophysical data sets to search for evidence of the Quantum Chro- modynamics axion and axion-like particles. This LOI focuses on four related physical phenomena: (i) observable modifications to stellar cooling and core-collapse supernovae due to axions; (ii) hard X-ray spectra produced from evolved stars in the presence of axions from axion-photon conversion in astrophys- ical magnetic fields; (iii) spectral modulations induced by low-mass axions in X-ray and γ-ray data sets from astrophysical sources; (iv) nearly monochromatic radio lines produced by axion dark matter from ei- ther axion-photon conversion in NS magnetospheres or,330
331,0.2058,-0.2064,SNOWMASS21-CF2_CF3-TF9_TF0-CompF2_CompF0_Erik_Lentz-075,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF2_CF3-TF9_TF0-CompF2_CompF0_Erik_Lentz-075.pdf,Snowmass2021 - Letter of Interest Many-Body Effects in Axion Dark Matter Structure,": Axions and axion-like particles are becoming increasingly attractive candidates for the dark matter. Likewise, searches for these candidates are increasing in sophistication, number, reach, and may span much of the candidates’ viable parameter space in the next decade. Haloscope searches crucially depend on the form of the local axion halo distribution over several decades in scale. Our understanding of axion struc- ture formation is far from complete, however, due largely to the candidate’s unique properties as a highly- degenerate Bose fluid. Novel approaches couched in the many-body gravitational physics intrinsic to Bose DM are needed to resolve the formation",331
332,0.3413,-0.238,SNOWMASS21-CF2_CF3-TF9_TF2-268,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF2_CF3-TF9_TF2-268.pdf,Snowmass2021 - Letter of Interest Novel Astrophysical Probes of Bosonic Dark Matter,": Dark matter congregates around compact objects with significant gravitational fields such as black holes and compact stars. A variety of dark matter theories have bosonic dark matter candidates 1–15 . Current multi-messenger probes of compact objects provide insight into the nature of bosonic dark mat- ter 16–26 . This white paper will highlight how effective field theory techniques can be used to understand the evolution of bosonic (axion) dark matter as it oscillates around black holes and compact stars. The white paper considers (1) superradiantly and non-superradiantly enhanced processes, (2) the polarization of the outgoing photons and (3) the",332
333,0.0921,-0.0995,SNOWMASS21-CF2_CF5-TF9_TF0_Emil_Mottola-168,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF2_CF5-TF9_TF0_Emil_Mottola-168.pdf,Snowmass2021 - Letter of Interest Searching for Evidence of a Conformal Scalar and,": Any solution to the multiple fine tuning and hierarchy problems confronting the Standard Model of both High Energy physics and Cosmology must relate very disparate length scales. This is a natural feature of conformal theories, i.e. theories with no intrinsic length scale. The nearly scale invariant power spectrum of the CMB also suggests that scale invariance, if not full conformal invariance, plays an important role in Cosmology. The natural setting for conformal invariance and its breaking is in curved spacetime, although without requiring a full UV complete quantum theory of gravity. Since conformal invariance is broken by the conformal",333
334,0.3391,-0.205,SNOWMASS21-CF2_CF7-EF10_EF0-RF6_RF0-TF9_TF0-150,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF2_CF7-EF10_EF0-RF6_RF0-TF9_TF0-150.pdf,Snowmass2021 - Letter of Interest Dark Matter Complementarity,": Dark matter is a science driver that crosses multiple Snowmass Frontiers. A complementary approach that combines theory, experiment, observation, instrumentation, and computation is necessary to make progress in this domain. This LOI is intended to emphasize that complementarity between these various fields of research must receive attention in the Snowmass process. 1 Determining the fundamental nature of dark matter (DM) is one of the major open questions that con- fronts our understanding of physics. A broad and comprehensive approach to this question is needed to make progress in the next decade. This requires expertise, results, and planning from the",334
335,0.2056,-0.1864,SNOWMASS21-CF2_CF7-IF1_IF0_Oliver_Buchmueller-018,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF2_CF7-IF1_IF0_Oliver_Buchmueller-018.pdf,The Atom Interferometric Observatory and Network,": We outline the scientific opportunities of a proposed programme of the Atom Inter- ferometric Observatory and Network (AION) project [1] to search for ultra-light dark matter, to explore gravitational waves in the mid-frequency range between the peak sensitivities of the LISA and LIGO/Virgo/ KAGRA/INDIGO/Einstein Telescope/Cosmic Explorer experiments, and to probe other frontiers in fundamental physics. This programme would complement other planned searches for dark matter, as well as probe mergers involving intermediate-mass black holes and explore early- universe cosmology. We propose to construct and operate a next-generation Atom Interferometric Observatory and Network (AION) [1], starting with a 10m device",335
336,0.1744,-0.1145,SNOWMASS21-CF2_CF7_Andrea_Albert-186,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF2_CF7_Andrea_Albert-186.pdf,Snowmass2021 - Letter of Interest Searching for Axion-Like Particles with the Southern,": Axion-Like Particles (ALPs), a generalization of standard axions, are well motivated dark-matter candidates. ALPs convert to gamma rays in the presence of a magnetic field. Therefore, ALPs would be found at extragalactic gamma-ray sources like Active Galactic Nuclei. Once generated, these ALPs would then travel without experiencing attentuation by the extragalactic background light like gamma rays do. When encountering the Galactic magnetic field, ALPs could convert back to gamma rays. In this scenario, gamma-ray observatories would observe high-energy gamma rays beyond the expected cutoff of the host source. Detection of these high-energy gamma rays from extragalactic sources would be",336
337,0.4323,-0.3156,SNOWMASS21-CF3_CF0-TF9_TF0-CompF2_CompF0_Annika_Peter-109,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF3_CF0-TF9_TF0-CompF2_CompF0_Annika_Peter-109.pdf,Snowmass2021 - Letter of Interest A simulation program to discover dark matter physics in,": Since the last Snowmass process, the landscape of plausible and serious particle dark matter models has expanded dramatically. Just as the models lead to predictions for observational signatures of dark matter in the laboratory, so too may they lead to observable signatures in the cosmos. To date, the only non-null measurements of dark matter and its particle properties come from detailed study of its distribution in space and time. Powerful new telescope facilities are coming online within the next decade, which can lead to ever-sharper measurements of dark matter properties – but only if paired with a well-matched theoretical",337
338,0.1304,-0.1582,SNOWMASS21-CF3_CF0-TF9_TF0_Andrea_Mitridate-215,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF3_CF0-TF9_TF0_Andrea_Mitridate-215.pdf,Snowmass2021 - Letter of Interest Probing Small Scale Structures with Pulsars Timing,"perturbations to the local population of DM halos is a task that requires expensive and dedicated numerical simulations. While these simulations are available for standard CDM [15, 16] (at least for halos in the mass range 104 − 1012 M ), little work has been done for more exotic DM models. In many cases this forces us to rely on analytic approximations whose level of accuracy is hard to establish, jeopardizing the possibility of using limits on the local population of halos to reliably constrain specific DM models. This is true not only for PTA searches, but for most of",338
339,0.2669,-0.2393,SNOWMASS21-CF3_CF0_Alexie_Leauthaud-005,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF3_CF0_Alexie_Leauthaud-005.pdf,Snowmass2021 - Letter of Interest The Merian1 Survey: Characterizing Dark Matter in,": Extensive studies of dwarf galaxies, in the Local Group and beyond, have revealed a considerable scatter in many of their fundamental properties. In particular, galaxies with stellar mass of 108 − 109 M present a diversity of star formation rates and rotation-curve shapes which are in tension with theoretical models. Reliably characterizing the dark matter distribution and baryonic processes in these galaxies, such as feed- back, is key to in order to establish a complete picture of dark matter on small scales and to understand the threshold of galaxy formation. We present a new methodology for studying dark matter",339
340,0.3062,-0.2468,SNOWMASS21-CF3_CF0_Josh_Simon-038,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF3_CF0_Josh_Simon-038.pdf,Snowmass2021 - Letter of Interest Testing the Nature of Dark Matter with Extremely Large,": For nearly 40 years, dark matter has been widely assumed to be cold and collisionless. Cold dark matter (CDM) models make fundamental predictions for the behavior of dark matter on small (. 10 kpc) scales. One of the key CDM predictions is that dark matter halos should have cuspy (ρ ∝ r−1 ) central density profiles. We argue for an experimental program relying on extremely large telescopes (ELTs) to critically test this prediction, and thus shed new light on the nature of dark matter. By combining adaptive optics-enabled imaging with deep spectroscopy to measure the three-dimensional motions of stars",340
341,0.3476,-0.281,SNOWMASS21-CF3_CF0_Josh_Simon-097,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF3_CF0_Josh_Simon-097.pdf,Snowmass2021 - Letter of Interest MegaMapping Dark Matter,": MegaMapper is a proposed cosmology experiment consisting of an ultra-wide field of view 6.5 m optical telescope outfitted with an array of fiber spectrographs capable of observing 20,000 targets at a time. The primary goal of the project is to provide strong new constraints on inflation, dark energy, and gravity through a massive galaxy redshift survey at z > 2. However, we point out that ancillary science observations made simultaneously with the redshift survey could substantially improve our knowledge of the behavior of dark matter on small scales. Specifically, MegaMapper would enable us to detect interactions between low-mass dark",341
342,0.4023,-0.2733,SNOWMASS21-CF3_CF0_Mark_Lovell-025,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF3_CF0_Mark_Lovell-025.pdf,Snowmass2021 - Letter of Interest Giving shape to the darkness: dark matter profiles in,": The nature of dark matter will be discerned in part through complementary probes of the galaxy matter distribution. One of the cleanest such probes is the accurate measurement of dark matter profiles in isolated dwarf galaxies: it is in this regime where predictions for the dark matter density profile diverge most strongly between different models, and also the systematic uncertainty from galaxy formation processes is minimised. We therefore propose a dedicated observation programme to obtain high precision stellar kinematics in observationally suitable dwarf galaxies. 1 1 Dark matter particles and the halo density profile The shape of the dark",342
343,0.2193,-0.2035,SNOWMASS21-CF3_CF0_Robertson-054,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF3_CF0_Robertson-054.pdf,Snowmass2021 - Letter of Interest Roman Space Telescope Strong Lensing Probes of Dark,": Nancy Grace Roman Space Telescope, formerly known as the Wide Field Infrared Survey Tele- scope, is scheduled to launch in the mid-2020’s and will provide a multi-band, high-resolution view of the cosmos. Equipped with a mirror the size of Hubble Space Telescope and a 0.3 deg2 infrared-sensitive cam- era ∼ 100× larger than Hubble/Wide Field Camera 3, Roman will efficiently and sensitively map large areas of the sky with ∼ 0.100 resolution. This resolution will enable the discovery of ∼ 1000 gravitationally-lensed quasars, which in turn provide detailed constraints on the properties of dark matter substructures. We review the",343
344,0.1901,-0.0836,SNOWMASS21-CF3_CF1-213,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF3_CF1-213.pdf,Snowmass2021 - Letter of Interest Illuminating the Dark Sector in Neutron Star Mergers,": This Letter of Interest discusses the possibility of using neutron star (NS) mergers as a new tool to constrain beyond the Standard Model (BSM) physics, specifically light particles belonging to the dark or sterile sector. We will examine the impact such particles would have on NS merger dynamics, considering both the possibilities that they can free-stream through the dense nuclear matter and the case where they are trapped. We will calculate the decay and mean free path of these BSM species in realistic merger conditions. Our results may be regarded as a first step aimed at understanding how the",344
345,0.2752,-0.2194,SNOWMASS21-CF3_CF1-TF9_TF0-CompF2_CompF0_Vid_Irsic-128,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF3_CF1-TF9_TF0-CompF2_CompF0_Vid_Irsic-128.pdf,Snowmass2021 - Letter of Interest Small-scale structure at high redshift: Lyman-alpha,": The low-density and high-redshift intergalactic medium displays a filamentary structure at small and medium scales which is traced by Lyman α forest absorption features, and is sensitive to the small-scale properties set by the dark matter. Since the thermal broadening of Lyman α forest lines is approximately constant with redshift, the presence of a cutoff in the matter power spectrum due to the free-streaming of dark matter becomes more prominent in velocity space at high redshift. Advances in the observational techniques will allow for mapping an unprecedented volume of the high redshift z > 4 Universe. This will increase",345
346,0.3016,-0.229,SNOWMASS21-CF3_CF1-TF9_TF0_Hai-Bo_Yu-061,CF,https://www.snowmass21.org/docs/files/summaries/CF/SNOWMASS21-CF3_CF1-TF9_TF0_Hai-Bo_Yu-061.pdf,Snowmass2021 - Letter of Interest Self-Interacting Dark Matter,": (maximum 200 words) The cold dark matter (CDM) theory works well in explaining the large-scale structure of the Universe, but it has difficulties in fully accommodating observations on galactic scales. This small-scale crisis may indicate that CDM is inaccurate in describing the inner structure of galaxies and a paradigm shift is required. Recent work shows that self-interacting dark matter (SIDM) provides a promising alternative to CDM. With upcoming observational facilities in the next decade, we propose to study predictions of dark matter self- interactions in galactic systems and compare them with astronomical observations. In particular, we suggest focusing on",346
